city,title,rank,point,tag,link,review
Phoenix,Rosso Italian,41,4.4,"['Italian', 'Pizza', 'Seafood']",/biz/rosso-italian-phoenix-2,(116 reviews)
Phoenix,PHX Burrito House,42,4.3,['Mexican'],/biz/phx-burrito-house-phoenix,(967 reviews)
Phoenix,Hatch-it Green Chile Burgers & Tacos,43,4.4,"['New Mexican Cuisine', 'Burgers', 'Tacos']",/biz/hatch-it-green-chile-burgers-and-tacos-phoenix,(327 reviews)
Phoenix,Otro Cafe,44,4.1,"['Mexican', 'Breakfast & Brunch']",/biz/otro-cafe-phoenix,(1.1k reviews)
Phoenix,Buck & Rider,45,4.4,"['Seafood', 'Breakfast & Brunch', 'Live/Raw Food']",/biz/buck-and-rider-phoenix,(1.7k reviews)
Phoenix,Welcome Diner,46,4.4,['Diners'],/biz/welcome-diner-phoenix,(1.3k reviews)
Phoenix,La Santisima,47,4.2,"['Mexican', 'Vegan', 'Vegetarian']",/biz/la-santisima-phoenix-2,(2.5k reviews)
Phoenix,The Kettle Black Kitchen & Pub,48,4.3,"['Gastropubs', 'American (Traditional)', 'Fish & Chips']",/biz/the-kettle-black-kitchen-and-pub-phoenix,(1.3k reviews)
Phoenix,Vovomeena,49,4.4,"['Coffee & Tea', 'Breakfast & Brunch']",/biz/vovomeena-phoenix,(1.3k reviews)
Phoenix,Harumi Sushi & Sake- Downtown,50,4.6,"['Japanese', 'Sushi Bars', 'Seafood']",/biz/harumi-sushi-and-sake-downtown-phoenix,(2.5k reviews)
Phoenix,JINYA Ramen Bar - Central Phoenix,61,3.6,"['Ramen', 'Noodles', 'Tapas/Small Plates']",/biz/jinya-ramen-bar-central-phoenix-coming-soon-phoenix-2,(58 reviews)
Phoenix,Sidecar Social Club,62,4.6,"['Cocktail Bars', 'American (New)', 'Beer, Wine & Spirits']",/biz/sidecar-social-club-phoenix,(65 reviews)
Phoenix,Taiwanmama,63,5.0,"['Bubble Tea', 'Taiwanese', 'Chicken Shop']",/biz/taiwanmama-phoenix,(1 review)
Phoenix,Frank’s New York Style Deli,64,4.8,"['Delis', 'Sandwiches']",/biz/franks-new-york-style-deli-phoenix,(419 reviews)
Phoenix,Mifan claypot kitchen,65,4.4,"['Asian Fusion', 'Vegan']",/biz/mifan-claypot-kitchen-phoenix-2,(102 reviews)
Phoenix,El Chullo Peruvian Restaurant,66,4.7,"['Peruvian', 'Bars', 'Seafood']",/biz/el-chullo-peruvian-restaurant-phoenix,(14 reviews)
Phoenix,Vecina,67,4.7,"['Latin American', 'American (New)']",/biz/vecina-phoenix,(281 reviews)
Phoenix,The Henry,68,4.1,"['American (New)', 'Breakfast & Brunch', 'Coffee & Tea']",/biz/the-henry-phoenix,(2.1k reviews)
Phoenix,The Genuine,69,3.9,['American (New)'],/biz/the-genuine-phoenix-2,(122 reviews)
Phoenix,Nook Kitchen,70,4.4,"['Italian', 'American (New)', 'Cocktail Bars']",/biz/nook-kitchen-phoenix,(632 reviews)
Phoenix,The Sandwich Spot - Phoenix,121,4.8,"['Sandwiches', 'Salad', 'Breakfast & Brunch']",/biz/the-sandwich-spot-phoenix-phoenix,(110 reviews)
Phoenix,Naughty Tacos,122,3.1,"['Food Trucks', 'Tacos', 'Desserts']",/biz/naughty-tacos-phoenix,(130 reviews)
Phoenix,Old Town Sarajevo,123,4.4,['Modern European'],/biz/old-town-sarajevo-phoenix,(387 reviews)
Phoenix,Centrico,124,4.6,"['Mexican', 'Bars', 'Breakfast & Brunch']",/biz/centrico-phoenix,(485 reviews)
Phoenix,Lo-Lo’s Chicken & Waffles,125,3.8,"['Southern', 'Soul Food', 'Waffles']",/biz/lo-los-chicken-and-waffles-phoenix,(2.8k reviews)
Phoenix,Pizzeria Bianco,126,4.0,"['Pizza', 'Salad', 'Tapas/Small Plates']",/biz/pizzeria-bianco-phoenix,(3.3k reviews)
Phoenix,Blanco Cocina + Cantina,127,4.4,"['Tacos', 'Cocktail Bars', 'New Mexican Cuisine']",/biz/blanco-cocina-cantina-phoenix-2,(398 reviews)
Phoenix,"Snooze, an A.M. Eatery",128,4.2,"['Breakfast & Brunch', 'American (Traditional)', 'Cocktail Bars']",/biz/snooze-an-a-m-eatery-phoenix-3,(2k reviews)
Phoenix,Different Pointe of View,129,4.2,"['American (New)', 'Lounges']",/biz/different-pointe-of-view-phoenix,(868 reviews)
Phoenix,California Fish Grill,130,4.6,"['Seafood', 'Fish & Chips', 'Tacos']",/biz/california-fish-grill-phoenix,(173 reviews)
Phoenix,Pinay Good-Eats,141,4.9,"['Filipino', 'Desserts', 'Bakeries']",/biz/pinay-good-eats-phoenix,(15 reviews)
Phoenix,Sottise,142,4.2,"['French', 'Beer, Wine & Spirits']",/biz/sottise-phoenix,(98 reviews)
Phoenix,Little Chef Diner,143,4.8,['Diners'],/biz/little-chef-diner-phoenix,(32 reviews)
Phoenix,Elly’s Brunch & Cafe,144,3.7,"['Breakfast & Brunch', 'Coffee & Tea', 'Juice Bars & Smoothies']",/biz/ellys-brunch-and-cafe-phoenix-2,(710 reviews)
Phoenix,Provision,145,3.7,"['Breakfast & Brunch', 'Cocktail Bars']",/biz/provision-phoenix-6,(91 reviews)
Phoenix,Pa’La Downtown,146,4.5,"['Mediterranean', 'Tapas/Small Plates', 'Japanese']",/biz/pa-la-downtown-phoenix-3,(159 reviews)
Phoenix,FEZ,147,3.9,"['Bars', 'Mediterranean', 'American (Traditional)']",/biz/fez-phoenix-2,(645 reviews)
Phoenix,Doughbird,148,4.1,"['Pizza', 'Comfort Food', 'American (Traditional)']",/biz/doughbird-phoenix-2,(1k reviews)
Phoenix,Cupbop - Korean BBQ,149,3.8,"['Barbeque', 'Korean', 'Asian Fusion']",/biz/cupbop-korean-bbq-phoenix-5,(19 reviews)
Phoenix,Breakfast Bitch,150,3.5,['Breakfast & Brunch'],/biz/breakfast-bitch-phoenix-9,(1k reviews)
Phoenix,Elements,201,4.3,"['American (New)', 'Breakfast & Brunch', 'Seafood']",/biz/elements-paradise-valley-4,(801 reviews)
Phoenix,Sushiholic,202,4.4,"['Sushi Bars', 'Japanese', 'Tapas/Small Plates']",/biz/sushiholic-phoenix,(1.2k reviews)
Phoenix,Geordie’s at Wrigley Mansion,203,3.9,"['American (New)', 'Wine Bars', 'Venues & Event Spaces']",/biz/geordies-at-wrigley-mansion-phoenix,(106 reviews)
Phoenix,Island Grill AZ,204,4.3,['Caribbean'],/biz/island-grill-az-phoenix,(6 reviews)
Phoenix,Motomoto Sushi & Izakaya,205,3.8,"['Izakaya', 'Cocktail Bars', 'Tapas/Small Plates']",/biz/motomoto-sushi-and-izakaya-phoenix,(94 reviews)
Phoenix,The Vig North Central,206,3.6,"['American (Traditional)', 'American (New)', 'Breakfast & Brunch']",/biz/the-vig-north-central-phoenix,(61 reviews)
Phoenix,Ms Martha’s Caribbean Restaurant,207,4.6,['Caribbean'],/biz/ms-marthas-caribbean-restaurant-phoenix,(69 reviews)
Phoenix,Fuku Sushi,208,3.2,"['Sushi Bars', 'Japanese']",/biz/fuku-sushi-phoenix,(55 reviews)
Phoenix,Bisutoro,209,3.7,"['Ramen', 'Sushi Bars']",/biz/bisutoro-phoenix-2,(85 reviews)
Phoenix,TEXAZ Grill,210,4.1,"['Steakhouses', 'Barbeque', 'American (Traditional)']",/biz/texaz-grill-phoenix,(810 reviews)
Scottsdale,Culinary Gangster,1,4.8,"['Breakfast & Brunch', 'Burgers', 'Salad']",/biz/culinary-gangster-scottsdale,(175 reviews)
Scottsdale,Mochilero,2,4.3,['Mexican'],/biz/mochilero-scottsdale,(39 reviews)
Scottsdale,Sophia’s Kitchen,3,4.4,"['Italian', 'Wine Bars', 'Pizza']",/biz/sophias-kitchen-az,(686 reviews)
Scottsdale,Buck & Rider   N. Scottsdale,4,4.5,"['Seafood', 'Steakhouses', 'Breakfast & Brunch']",/biz/buck-and-rider-n-scottsdale-phoenix,(369 reviews)
Scottsdale,Thompson 105,5,4.3,"['Italian', 'Sandwiches']",/biz/thompson-105-scottsdale,(103 reviews)
Scottsdale,The Spot Neighborhood Grill,6,4.5,['American (Traditional)'],/biz/the-spot-neighborhood-grill-scottsdale,(119 reviews)
Scottsdale,sneakybird,7,4.6,"['Chicken Wings', 'Chicken Shop', 'Beer Bar']",/biz/sneakybird-scottsdale-4,(168 reviews)
Scottsdale,The Italian Daughter,8,4.5,['Italian'],/biz/the-italian-daughter-scottsdale,(377 reviews)
Scottsdale,Cook & Craft - Scottsdale,9,4.7,"['American (New)', 'Cocktail Bars', 'American (Traditional)']",/biz/cook-and-craft-scottsdale-scottsdale,(668 reviews)
Scottsdale,The Thumb BBQ,10,4.3,"['Barbeque', 'Burgers', 'Bakeries']",/biz/the-thumb-bbq-scottsdale,(1.6k reviews)
Scottsdale,Humble Bistro,71,4.3,"['Italian', 'Pizza', 'American (Traditional)']",/biz/humble-bistro-phoenix-2,(232 reviews)
Scottsdale,North Italia - Scottsdale,72,4.1,"['Italian', 'Pizza', 'Cocktail Bars']",/biz/north-italia-scottsdale-scottsdale,(1.2k reviews)
Scottsdale,YC’s Mongolian Grill,73,4.7,['Mongolian'],/biz/ycs-mongolian-grill-scottsdale-2,(82 reviews)
Scottsdale,Domo Sushi,74,4.4,"['Sushi Bars', 'Japanese']",/biz/domo-sushi-scottsdale,(104 reviews)
Scottsdale,Basil & Garlic Bistro,75,4.3,"['Pizza', 'Italian', 'Salad']",/biz/basil-and-garlic-bistro-scottsdale,(464 reviews)
Scottsdale,Ramen Hood,76,3.7,"['Ramen', 'Noodles']",/biz/ramen-hood-scottsdale,(392 reviews)
Scottsdale,Juan Jaime’s Tacos and Tequila,77,3.8,['Mexican'],/biz/juan-jaimes-tacos-and-tequila-scottsdale,(403 reviews)
Scottsdale,Famiglia,78,4.0,"['Italian', 'Wine Bars', 'Beer, Wine & Spirits']",/biz/famiglia-scottsdale,(66 reviews)
Scottsdale,Lure Fish House,79,4.5,"['Seafood', 'Bars']",/biz/lure-fish-house-scottsdale,(612 reviews)
Scottsdale,AZ Kabob House,80,4.5,"['Persian/Iranian', 'Mediterranean', 'Middle Eastern']",/biz/az-kabob-house-phoenix-2,(516 reviews)
Scottsdale,Lou Malnati’s Pizzeria,111,3.8,"['Pizza', 'Desserts', 'Sandwiches']",/biz/lou-malnatis-pizzeria-scottsdale-2,(515 reviews)
Scottsdale,SugarJam,112,4.3,"['Bakeries', 'Breakfast & Brunch', 'Southern']",/biz/sugarjam-scottsdale-5,(975 reviews)
Scottsdale,The Creek Patio Grill,113,4.0,"['American (Traditional)', 'Wine Bars', 'Cocktail Bars']",/biz/the-creek-patio-grill-cave-creek,(557 reviews)
Scottsdale,Swan Sushi Seafood Bar,114,4.2,"['Sushi Bars', 'Japanese', 'Seafood']",/biz/swan-sushi-seafood-bar-scottsdale,(50 reviews)
Scottsdale,Blossom Kitchen,115,4.2,"['Asian Fusion', 'Coffee & Tea', 'Desserts']",/biz/blossom-kitchen-fountain-hills-2,(108 reviews)
Scottsdale,Gordos Tacos,116,4.7,['Tacos'],/biz/gordos-tacos-scottsdale,(93 reviews)
Scottsdale,Breakfast Kitchen Bar,117,3.7,['Breakfast & Brunch'],/biz/breakfast-kitchen-bar-phoenix,(422 reviews)
Scottsdale,Spiga Cucina Italiana,118,4.1,"['Italian', 'Mediterranean', 'Pizza']",/biz/spiga-cucina-italiana-scottsdale,(817 reviews)
Scottsdale,New York Bagels N Bialys - Pima,119,3.9,"['Breakfast & Brunch', 'Bagels', 'Sandwiches']",/biz/new-york-bagels-n-bialys-pima-scottsdale,(78 reviews)
Scottsdale,Hummus Republic,120,4.2,"['Mediterranean', 'Wraps']",/biz/hummus-republic-scottsdale,(68 reviews)
Scottsdale,Rusconi’s American Kitchen,151,4.5,"['American (New)', 'Breakfast & Brunch']",/biz/rusconis-american-kitchen-phoenix,(901 reviews)
Scottsdale,Thirsty Lion Gastropub,152,4.3,"['American (Traditional)', 'Gastropubs']",/biz/thirsty-lion-gastropub-phoenix-2,(726 reviews)
Scottsdale,Preston’s Steakhouse,153,4.1,"['Bars', 'Seafood', 'Steakhouses']",/biz/prestons-steakhouse-scottsdale,(445 reviews)
Scottsdale,Jalapeno Inferno - Scottsdale,154,3.3,"['Mexican', 'Desserts', 'Salad']",/biz/jalapeno-inferno-scottsdale-scottsdale,(362 reviews)
Scottsdale,Collins Bros Chophouse,155,3.9,"['American (New)', 'Cocktail Bars']",/biz/collins-bros-chophouse-scottsdale-3,(117 reviews)
Scottsdale,Tocaya - Kierland Commons,156,4.1,"['Mexican', 'Gluten-Free']",/biz/tocaya-kierland-commons-scottsdale-2,(507 reviews)
Scottsdale,Kay Sushi,157,4.0,"['Sushi Bars', 'Japanese', 'Cocktail Bars']",/biz/kay-sushi-scottsdale,(295 reviews)
Scottsdale,Paradise Valley Burger,158,4.4,"['Burgers', 'American (Traditional)']",/biz/paradise-valley-burger-phoenix-3,(1.9k reviews)
Scottsdale,Green Corner Restaurant,159,4.7,['Mediterranean'],/biz/green-corner-restaurant-scottsdale,(156 reviews)
Scottsdale,Arrivederci,160,3.9,"['Italian', 'Desserts', 'Wine Bars']",/biz/arrivederci-scottsdale-5,(86 reviews)
Scottsdale,Mesquite Fresh Street Mex,181,4.1,['Mexican'],/biz/mesquite-fresh-street-mex-phoenix,(329 reviews)
Scottsdale,JJ’s Delicattesen,182,4.4,['Delis'],/biz/jjs-delicattesen-scottsdale-2,(394 reviews)
Scottsdale,Spitz - Desert Ridge Marketplace,183,4.2,"['Mediterranean', 'Greek', 'Breakfast & Brunch']",/biz/spitz-desert-ridge-marketplace-phoenix,(31 reviews)
Scottsdale,Twisted Curry,184,4.4,['Indian'],/biz/twisted-curry-phoenix,(193 reviews)
Scottsdale,Persian Room,185,3.9,['Persian/Iranian'],/biz/persian-room-scottsdale-2,(1.4k reviews)
Scottsdale,Dominick’s Steakhouse,186,4.3,"['Steakhouses', 'Seafood']",/biz/dominicks-steakhouse-scottsdale-4,(1.1k reviews)
Scottsdale,Thai House,187,4.0,['Thai'],/biz/thai-house-scottsdale,(581 reviews)
Scottsdale,Hello Vietnam Pho and Roll - Shea,188,4.0,['Vietnamese'],/biz/hello-vietnam-pho-and-roll-shea-scottsdale-2,(174 reviews)
Scottsdale,Rosati’s Pizza,189,2.3,"['Pizza', 'Sports Bars', 'Italian']",/biz/rosatis-pizza-scottsdale-3,(137 reviews)
Scottsdale,Fleming’s Prime Steakhouse & Wine Bar,190,3.9,"['Steakhouses', 'Wine Bars']",/biz/fleming-s-prime-steakhouse-and-wine-bar-scottsdale-5,(368 reviews)
Tempe,Little Miss BBQ-University,21,4.7,"['Barbeque', 'Sandwiches']",/biz/little-miss-bbq-university-phoenix,(2.8k reviews)
Tempe,The Golden Pineapple Craft Lounge,22,4.1,"['Lounges', 'Cocktail Bars', 'American (New)']",/biz/the-golden-pineapple-craft-lounge-tempe,(279 reviews)
Tempe,The Peppermill Steakhouse,23,4.3,"['Cocktail Bars', 'Steakhouses', 'Salad']",/biz/the-peppermill-steakhouse-tempe,(281 reviews)
Tempe,Paradise Valley Burger- Tempe,24,4.4,"['Burgers', 'Sandwiches', 'American (Traditional)']",/biz/paradise-valley-burger-tempe-tempe-3,(65 reviews)
Tempe,Hundred Mile Brewing,25,4.2,"['Brewpubs', 'Gastropubs']",/biz/hundred-mile-brewing-tempe,(126 reviews)
Tempe,Bonfire Craft Kitchen and Tap House,26,3.8,"['Sports Bars', 'American (Traditional)', 'Cocktail Bars']",/biz/bonfire-craft-kitchen-and-tap-house-tempe-4,(141 reviews)
Tempe,The Hidden House,27,4.3,"['American (New)', 'Cocktail Bars', 'Wine Bars']",/biz/the-hidden-house-chandler,(750 reviews)
Tempe,The Sicilian Butcher - Chandler,28,4.4,"['Italian', 'Cocktail Bars', 'Sandwiches']",/biz/the-sicilian-butcher-chandler-chandler-2,(1.8k reviews)
Tempe,Maskadores Taco Shop,29,4.4,"['Mexican', 'Tex-Mex', 'Fast Food']",/biz/maskadores-taco-shop-tempe,(734 reviews)
Tempe,The Canal Club,30,4.0,"['Cuban', 'Breakfast & Brunch', 'Cocktail Bars']",/biz/the-canal-club-scottsdale,(763 reviews)
Tempe,The Peppersauce Cafe,61,4.5,"['American (Traditional)', 'Breakfast & Brunch']",/biz/the-peppersauce-cafe-phoenix,(258 reviews)
Tempe,Drunken Tiger,62,4.0,"['Korean', 'Beer Bar', 'Cocktail Bars']",/biz/drunken-tiger-mesa-2,(387 reviews)
Tempe,Chen’s Noodle House,63,4.3,"['Noodles', 'Chinese', 'Kebab']",/biz/chens-noodle-house-tempe-5,(391 reviews)
Tempe,Chanpen Thai Cuisine,64,4.5,"['Thai', 'Noodles', 'Chicken Wings']",/biz/chanpen-thai-cuisine-tempe-6,(705 reviews)
Tempe,Boulders On Broadway,65,3.8,"['American (Traditional)', 'Pubs']",/biz/boulders-on-broadway-tempe,(580 reviews)
Tempe,Original ChopShop,66,3.9,"['American (New)', 'Breakfast & Brunch', 'Salad']",/biz/original-chopshop-tempe-2,(626 reviews)
Tempe,Dragon Flame Chinese Grill,67,3.8,"['Noodles', 'Barbeque', 'Chinese']",/biz/dragon-flame-chinese-grill-tempe,(353 reviews)
Tempe,Alibi Rooftop Lounge at the Canopy Hotel,68,4.0,"['American (New)', 'Cocktail Bars', 'Lounges']",/biz/alibi-rooftop-lounge-at-the-canopy-hotel-tempe,(47 reviews)
Tempe,Haji-Baba,69,4.5,"['Middle Eastern', 'Mediterranean', 'International Grocery']",/biz/haji-baba-tempe,(1.1k reviews)
Tempe,Coabana,70,4.2,"['Cuban', 'Cocktail Bars']",/biz/coabana-phoenix,(122 reviews)
Tempe,Maui Hawaiian Grill,91,4.5,"['Barbeque', 'Salad', 'Hawaiian']",/biz/maui-hawaiian-grill-tempe,(190 reviews)
Tempe,Cousins Maine Lobster Restaurant - Tempe,92,4.0,['Seafood'],/biz/cousins-maine-lobster-restaurant-tempe-tempe,(44 reviews)
Tempe,Chic Chef 77,93,4.2,"['Wine Bars', 'Cocktail Bars', 'American (New)']",/biz/chic-chef-77-tempe,(48 reviews)
Tempe,Baby Kay’s Cajun Kitchen,94,4.4,['Cajun/Creole'],/biz/baby-kays-cajun-kitchen-mesa,(725 reviews)
Tempe,The Brickyard Downtown,95,4.6,"['Cocktail Bars', 'American (New)', 'Tapas Bars']",/biz/the-brickyard-downtown-chandler-3,(758 reviews)
Tempe,Maple & Ash,96,4.1,"['Steakhouses', 'Seafood', 'Breakfast & Brunch']",/biz/maple-and-ash-scottsdale,(1.4k reviews)
Tempe,LATHA,97,4.4,"['African', 'Caribbean', 'Brazilian']",/biz/latha-phoenix,(45 reviews)
Tempe,Shawarma Factory,98,4.3,['Mediterranean'],/biz/shawarma-factory-tempe-2,(42 reviews)
Tempe,Bottle & Bean,99,4.3,"['Wine Bars', 'Coffee & Tea', 'Breakfast & Brunch']",/biz/bottle-and-bean-chandler-4,(69 reviews)
Tempe,Casey Moore’s Oyster House,100,3.9,"['Seafood', 'Pubs', 'Irish']",/biz/casey-moores-oyster-house-tempe,(1.1k reviews)
Tempe,Crust Pizzeria,161,,['Pizza'],/biz/crust-pizzeria-tempe,
Tempe,Grassroots Kitchen & Tap,162,4.4,"['American (New)', 'Beer Bar', 'Seafood']",/biz/grassroots-kitchen-and-tap-scottsdale,(1.2k reviews)
Tempe,Brave Korean Barbecue,163,3.9,"['Korean', 'Barbeque']",/biz/brave-korean-barbecue-tempe-2,(106 reviews)
Tempe,Anayas,164,4.4,"['Mexican', 'Bars', 'Breakfast & Brunch']",/biz/anayas-tempe,(127 reviews)
Tempe,Vina’s kitchen,165,4.1,"['Vietnamese', 'Seafood']",/biz/vinas-kitchen-tempe,(72 reviews)
Tempe,Wren & Wolf,166,4.2,"['Cocktail Bars', 'Steakhouses', 'American (New)']",/biz/wren-and-wolf-phoenix,(444 reviews)
Tempe,The Stone Korean Tofu House,167,4.4,['Korean'],/biz/the-stone-korean-tofu-house-mesa,(231 reviews)
Tempe,Khai Hoàn Restaurant,168,4.3,['Vietnamese'],/biz/khai-ho%C3%A0n-restaurant-tempe-3,(664 reviews)
Tempe,Shorty’s Sandwich Shop,169,4.4,"['Salad', 'Sandwiches', 'Breakfast & Brunch']",/biz/shortys-sandwich-shop-phoenix-3,(102 reviews)
Tempe,Republica Empanada,170,4.4,"['Latin American', 'Empanadas', 'Comfort Food']",/biz/republica-empanada-mesa,(972 reviews)
Tempe,Mimi Forno Italiano,181,4.4,"['Pizza', 'Italian']",/biz/mimi-forno-italiano-laveen-village,(492 reviews)
Tempe,The Lobby Bar,182,3.8,"['Bars', 'American (Traditional)']",/biz/the-lobby-bar-tempe,(8 reviews)
Tempe,The Mission Old Town,183,4.0,"['Latin American', 'Mexican', 'Bars']",/biz/the-mission-old-town-scottsdale-2,(3k reviews)
Tempe,Upstairs At FLINT,184,4.1,"['Bars', 'Tapas/Small Plates', 'Pizza']",/biz/upstairs-at-flint-phoenix,(28 reviews)
Tempe,Prado,185,3.9,"['Spanish', 'Tapas Bars', 'Breakfast & Brunch']",/biz/prado-paradise-valley-3,(247 reviews)
Tempe,Morning Squeeze,186,3.6,"['Breakfast & Brunch', 'Cafes', 'Coffee & Tea']",/biz/morning-squeeze-tempe,(346 reviews)
Tempe,Yolo’s Authentic Mexican,187,4.6,"['Food Trucks', 'Mexican']",/biz/yolos-authentic-mexican-tempe,(18 reviews)
Tempe,Nook Kitchen,188,4.4,"['Italian', 'American (New)', 'Cocktail Bars']",/biz/nook-kitchen-phoenix,(632 reviews)
Tempe,Adrian’s,189,4.7,['Mexican'],/biz/adrians-mesa,(306 reviews)
Tempe,Goji Berry,190,4.6,"['Vegan', 'Cafes', 'Acai Bowls']",/biz/goji-berry-phoenix,(64 reviews)
Tucson,Barista Del Barrio,11,4.8,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']",/biz/barista-del-barrio-tucson-2,(532 reviews)
Tucson,Taegukgi,12,3.8,"['Korean', 'Barbeque', 'Seafood']",/biz/taegukgi-tucson-2,(292 reviews)
Tucson,Doughbird,13,4.1,"['Comfort Food', 'American (Traditional)', 'Pizza']",/biz/doughbird-tucson-4,(83 reviews)
Tucson,Nightjar,14,4.4,"['Pubs', 'Cocktail Bars', 'Seafood']",/biz/nightjar-tucson-2,(12 reviews)
Tucson,Carniceria Wild West,15,4.9,"['Grocery', 'Seafood', 'Mexican']",/biz/carniceria-wild-west-tucson-2,(35 reviews)
Tucson,Locale Neighborhood Italian,16,4.2,"['Italian', 'Bakeries', 'Pizza']",/biz/locale-neighborhood-italian-tucson-2,(428 reviews)
Tucson,5 Points Market & Restaurant,17,4.3,"['American (New)', 'Breakfast & Brunch', 'Vegetarian']",/biz/5-points-market-and-restaurant-tucson,(660 reviews)
Tucson,Momo’s,18,4.6,['Mexican'],/biz/momos-tucson,(57 reviews)
Tucson,Postino Grant,19,4.6,"['Wine Bars', 'Italian', 'Breakfast & Brunch']",/biz/postino-grant-tucson-2,(445 reviews)
Tucson,The Monica,20,4.0,"['Breakfast & Brunch', 'American (New)']",/biz/the-monica-tucson,(297 reviews)
Tucson,Selena’s Salvadorian,61,4.4,['Salvadoran'],/biz/selenas-salvadorian-tucson-2,(167 reviews)
Tucson,La Chingada Cocina Mexicana,62,3.7,"['Mexican', 'Breakfast & Brunch', 'Diners']",/biz/la-chingada-cocina-mexicana-tucson-3,(253 reviews)
Tucson,Serial Grillers,63,4.3,"['Pizza', 'Sandwiches', 'Cheesesteaks']",/biz/serial-grillers-tucson-4,(1.1k reviews)
Tucson,Anello,64,4.6,['Pizza'],/biz/anello-tucson,(191 reviews)
Tucson,Zayna Mediterranean,65,4.4,"['Mediterranean', 'Middle Eastern', 'Syrian']",/biz/zayna-mediterranean-tucson-2,(708 reviews)
Tucson,Contigo Latin Kitchen,66,4.2,"['Spanish', 'Latin American', 'Tapas/Small Plates']",/biz/contigo-latin-kitchen-tucson,(273 reviews)
Tucson,Noodies,67,4.1,"['Gelato', 'Sandwiches', 'Coffee & Tea']",/biz/noodies-tucson,(95 reviews)
Tucson,happy lemon,68,4.7,"['Bubble Tea', 'Cafes', 'Juice Bars & Smoothies']",/biz/happy-lemon-tucson,(18 reviews)
Tucson,Pin and Flour,69,4.0,"['Breakfast & Brunch', 'Tacos', 'Cocktail Bars']",/biz/pin-and-flour-tucson,(5 reviews)
Tucson,CharroVida,70,4.3,"['Mediterranean', 'Mexican', 'Vegan']",/biz/charrovida-tucson-3,(451 reviews)
Tucson,Daisy Mae’s Steakhouse,111,3.9,"['Steakhouses', 'Bars']",/biz/daisy-maes-steakhouse-tucson,(431 reviews)
Tucson,Ceres,112,4.8,"['Cafes', 'Pasta Shops', 'Sandwiches']",/biz/ceres-tucson-2,(85 reviews)
Tucson,Blue Front - Temp. CLOSED,113,3.1,"['American (Traditional)', 'Cocktail Bars']",/biz/blue-front-tucson,(47 reviews)
Tucson,The 81 Hong Kong Cafe,114,4.2,"['Chinese', 'Asian Fusion', 'Bubble Tea']",/biz/the-81-hong-kong-cafe-tucson,(222 reviews)
Tucson,Kimchi Time,115,4.0,['Korean'],/biz/kimchi-time-tucson,(413 reviews)
Tucson,El Mezquite Grill & Taqueria,116,3.8,['Mexican'],/biz/el-mezquite-grill-and-taqueria-tucson,(50 reviews)
Tucson,Bobo’s Restaurant,117,4.4,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']",/biz/bobos-restaurant-tucson-3,(858 reviews)
Tucson,Toss-Fried Chicken and Ramen,118,4.4,"['Burgers', 'Ramen']",/biz/toss-fried-chicken-and-ramen-tucson,(137 reviews)
Tucson,Wild Garlic Grill,119,3.6,"['French', 'Seafood', 'Wine Bars']",/biz/wild-garlic-grill-tucson,(1.1k reviews)
Tucson,Holy Smokin Butts BBQ,120,4.4,['Barbeque'],/biz/holy-smokin-butts-bbq-tucson,(526 reviews)
Tucson,Two Hands Corn Dogs,161,3.6,"['Korean', 'Hot Dogs']",/biz/two-hands-corn-dogs-tucson,(58 reviews)
Tucson,the Glowbal,162,4.0,"['Bars', 'American (New)']",/biz/the-glowbal-tucson,(24 reviews)
Tucson,Mian Sichuan,163,4.2,"['Noodles', 'Chinese', 'Ramen']",/biz/mian-sichuan-tucson-5,(158 reviews)
Tucson,Miss Saigon,164,4.0,"['Vietnamese', 'Noodles', 'Vegetarian']",/biz/miss-saigon-tucson,(798 reviews)
Tucson,Agustin Kitchen,165,3.4,"['American (New)', 'French', 'Cocktail Bars']",/biz/agustin-kitchen-tucson-3,(606 reviews)
Tucson,Zio Peppe,166,4.1,"['Pizza', 'Italian']",/biz/zio-peppe-tucson,(185 reviews)
Tucson,Mr Patron Restaurant,167,4.5,"['Sushi Bars', 'Mexican', 'Seafood']",/biz/mr-patron-restaurant-tucson-2,(31 reviews)
Tucson,Teaspoon,168,4.0,"['Breakfast & Brunch', 'Salad', 'Coffee & Tea']",/biz/teaspoon-tucson,(520 reviews)
Tucson,Bison Witches Bar & Deli,169,3.9,"['Bars', 'Delis', 'Sandwiches']",/biz/bison-witches-bar-and-deli-tucson-2,(612 reviews)
Tucson,The Jackrabbit Lounge,170,4.5,"['Lounges', 'American (Traditional)']",/biz/the-jackrabbit-lounge-tucson,(34 reviews)
Tucson,Scordato’s Pizzeria,201,4.0,"['Pizza', 'Italian']",/biz/scordatos-pizzeria-tucson,(554 reviews)
Tucson,Ciao Down,202,4.7,"['Food Trucks', 'Italian']",/biz/ciao-down-tucson,(25 reviews)
Tucson,JA Ramen Curry,203,4.5,['Ramen'],/biz/ja-ramen-curry-tucson-6,(13 reviews)
Tucson,Dolce Vita Italian Bistro,204,4.2,['Italian'],/biz/dolce-vita-italian-bistro-tucson,(127 reviews)
