city,title,rank,point,tag,link,review_n
Bloomington,The Owlery Restaurant,11.0,4.3,"['Vegan', 'Vegetarian', 'American (Traditional)']",/biz/the-owlery-restaurant-bloomington,339.0
Bloomington,My Thai Cafe & Sushi Bar - West Side,34.0,4.1,['Thai'],/biz/my-thai-cafe-and-sushi-bar-west-side-bloomington,162.0
Bloomington,Olive Garden Italian Restaurant,86.0,3.0,"['Italian', 'Salad', 'Soup']",/biz/olive-garden-italian-restaurant-bloomington-10,76.0
Bloomington,Wings Xtreme U,76.0,2.6,"['Chicken Wings', 'Burgers', 'Sandwiches']",/biz/wings-xtreme-u-bloomington,87.0
Bloomington,Peach Garden,91.0,2.8,['Chinese'],/biz/peach-garden-bloomington,73.0
Bloomington,Feta Kitchen + Cafe,70.0,4.2,"['Cafes', 'Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt']",/biz/feta-kitchen-cafe-bloomington-2,92.0
Bloomington,El Ranchero,120.0,2.6,['Mexican'],/biz/el-ranchero-bloomington-2,53.0
Bloomington,Baldy’s Pizza,136.0,4.0,['Pizza'],/biz/baldys-pizza-bloomington,45.0
Bloomington,Bloomingfoods,140.0,3.6,"['Grocery', 'Health Markets', 'Delis']",/biz/bloomingfoods-bloomington-10,43.0
Bloomington,Papa Johns Pizza,164.0,1.6,"['Pizza', 'Chicken Wings', 'Fast Food']",/biz/papa-johns-pizza-bloomington,30.0
Bloomington,Freddy’s Frozen Custard & Steakburgers,158.0,2.4,"['Burgers', 'Ice Cream & Frozen Yogurt', 'Sandwiches']",/biz/freddys-frozen-custard-and-steakburgers-bloomington,32.0
Bloomington,Village Inn Family Restaurant,217.0,3.5,"['Diners', 'Breakfast & Brunch']",/biz/village-inn-family-restaurant-bloomington,2.0
Brighton,Frank Pepe Pizzeria Napoletana,36.0,3.3,['Pizza'],/biz/frank-pepe-pizzeria-napoletana-chestnut-hill-chestnut-hill-2,452.0
Brighton,Giulia,22.0,4.4,"['Italian', 'Wine Bars', 'Cocktail Bars']",/biz/giulia-cambridge,537.0
Brighton,Seasons 52,45.0,3.5,"['American (New)', 'Wine Bars', 'Seafood']",/biz/seasons-52-chestnut-hill-3,428.0
Brighton,The Abbey,23.0,4.2,['American (New)'],/biz/the-abbey-brookline,528.0
Brighton,The Avenue,44.0,3.9,"['American (Traditional)', 'Beer Bar']",/biz/the-avenue-boston,428.0
Brighton,Mala Restaurant,60.0,3.8,"['Barbeque', 'Szechuan']",/biz/mala-restaurant-boston,330.0
Brighton,Fin’s Sushi and Grill,63.0,3.8,"['Sushi Bars', 'Japanese']",/biz/fins-sushi-and-grill-brighton,315.0
Brighton,Lee’s Burger Place,54.0,4.3,"['Burgers', 'American (Traditional)', 'Juice Bars & Smoothies']",/biz/lees-burger-place-newton-centre-2,362.0
Brighton,Brighton Cafe,91.0,4.0,['Breakfast & Brunch'],/biz/brighton-cafe-brighton,225.0
Brighton,Isshindo Ramen,99.0,4.4,['Ramen'],/biz/isshindo-ramen-allston,206.0
Brighton,Prairie Fire,110.0,4.1,"['Pizza', 'American (New)', 'Wine Bars']",/biz/prairie-fire-brookline,180.0
Brighton,Xiang Yu China Bistro,133.0,3.9,['Chinese'],/biz/xiang-yu-china-bistro-brookline,136.0
Brighton,Flat Breads,173.0,3.8,['Sandwiches'],/biz/flat-breads-chestnut-hill,67.0
Brighton,Parlour,171.0,4.2,"['American (New)', 'Cocktail Bars', 'Tapas/Small Plates']",/biz/parlour-brookline,70.0
Brighton,Beef and Turkey,239.0,1.0,['Delis'],/biz/beef-and-turkey-boston,1.0
Brookline,Jim’s Deli,31.0,4.5,"['Delis', 'Diners', 'Breakfast & Brunch']",/biz/jims-deli-brighton,719.0
Brookline,Buttermilk & Bourbon,21.0,4.0,"['Southern', 'Bars', 'Tapas Bars']",/biz/buttermilk-and-bourbon-boston-2,1000.0
Brookline,Boston Sail Loft,15.0,4.3,"['Bars', 'American (Traditional)', 'Seafood']",/biz/boston-sail-loft-boston,1300.0
Brookline,Carmelina’s,2.0,4.5,['Italian'],/biz/carmelinas-boston-2,3400.0
Brookline,Earls Kitchen + Bar,12.0,3.9,"['American (New)', 'Cocktail Bars']",/biz/earls-kitchen-bar-boston-2,1400.0
Brookline,The Squealing Pig,63.0,3.7,"['Pubs', 'Irish', 'Irish Pub']",/biz/the-squealing-pig-boston,434.0
Brookline,Oppa Sushi,74.0,4.3,"['Sushi Bars', 'Japanese', 'Seafood']",/biz/oppa-sushi-boston-2,363.0
Brookline,The Mission Bar & Grill,71.0,3.7,"['Bars', 'American (New)']",/biz/the-mission-bar-and-grill-boston,377.0
Brookline,Burro Bar Brookline,87.0,3.8,"['Mexican', 'Bars']",/biz/burro-bar-brookline-brookline,282.0
Brookline,Moldova Restaurant,99.0,4.3,"['Modern European', 'Comfort Food', 'Ukrainian']",/biz/moldova-restaurant-newton,231.0
Brookline,Sultana’s Bakery & Cafe,143.0,4.5,"['Cafes', 'Bakeries', 'Salad']",/biz/sultanas-bakery-and-cafe-brighton,106.0
Brookline,Hamilton Restaurant & Bar,123.0,3.3,"['Cocktail Bars', 'American (New)', 'Beer Bar']",/biz/hamilton-restaurant-and-bar-brookline,166.0
Brookline,Bon Me - Longwood Medical Area,184.0,3.4,"['Food Trucks', 'Asian Fusion']",/biz/bon-me-longwood-medical-area-boston-4,54.0
Brookline,Wicked Craft,161.0,3.8,"['Sandwiches', 'Wine Bars', 'Beer Bar']",/biz/wicked-craft-boston,86.0
Brookline,Maliss Thai Restaurant,225.0,4.1,['Thai'],/biz/maliss-thai-restaurant-brookline,8.0
Cincinnati,Nicholson’s,24.0,3.9,"['Pubs', 'Gastropubs', 'American (New)']",/biz/nicholsons-cincinnati,509.0
Cincinnati,Hofbrauhaus Newport,10.0,3.8,"['German', 'Breweries', 'Bars']",/biz/hofbrauhaus-newport-newport-4,903.0
Cincinnati,Swampwater Grill,44.0,4.2,"['Cajun/Creole', 'Barbeque', 'American (Traditional)']",/biz/swampwater-grill-cincinnati-2,378.0
Cincinnati,Abigail Street,29.0,4.4,"['Mediterranean', 'Wine Bars', 'Tapas Bars']",/biz/abigail-street-cincinnati,477.0
Cincinnati,Strong’s Brick Oven Pizzeria,33.0,4.3,"['Pizza', 'Desserts', 'Salad']",/biz/strongs-brick-oven-pizzeria-newport,448.0
Cincinnati,Tea ‘n’ Bowl,60.0,4.0,"['Bubble Tea', 'Asian Fusion', 'Szechuan']",/biz/tea-n-bowl-cincinnati,272.0
Cincinnati,Bouquet Restaurant,49.0,4.5,"['Bars', 'American (New)', 'Tapas/Small Plates']",/biz/bouquet-restaurant-covington,345.0
Cincinnati,Lucius Q,51.0,4.0,"['Barbeque', 'Southern', 'Soul Food']",/biz/lucius-q-cincinnati,330.0
Cincinnati,Tickle Pickle Northside,57.0,3.9,['Burgers'],/biz/tickle-pickle-northside-cincinnati-2,308.0
Cincinnati,Nation Westwood,98.0,4.3,"['Burgers', 'Sandwiches', 'Breakfast & Brunch']",/biz/nation-westwood-cincinnati,136.0
Cincinnati,Bouchards,134.0,4.5,['Italian'],/biz/bouchards-cincinnati,78.0
Cincinnati,Enson Harbor,130.0,3.3,"['Dim Sum', 'Soup', 'Juice Bars & Smoothies']",/biz/enson-harbor-bellevue,84.0
Cincinnati,Darou Salam,164.0,4.6,['African'],/biz/darou-salam-cincinnati-2,48.0
Cincinnati,Dunlap Cafe,154.0,4.3,"['Breakfast & Brunch', 'Sandwiches', 'Burgers']",/biz/dunlap-cafe-cincinnati,57.0
Cincinnati,Cousins Maine Lobster - Cincinnati,225.0,4.4,"['Seafood', 'Food Trucks']",/biz/cousins-maine-lobster-cincinnati-cincinnati,5.0
Cleveland,Punch Bowl Social Cleveland,19.0,3.4,"['Gastropubs', 'Eatertainment', 'Breakfast & Brunch']",/biz/punch-bowl-social-cleveland-cleveland,567.0
Cleveland,Seoul Garden,35.0,4.4,['Korean'],/biz/seoul-garden-parma,402.0
Cleveland,Pizza 216,44.0,3.9,"['Bars', 'Pizza', 'Italian']",/biz/pizza-216-cleveland,357.0
Cleveland,L’Albatros,7.0,4.4,['French'],/biz/l-albatros-cleveland,887.0
Cleveland,Superior Pho,10.0,4.2,"['Vietnamese', 'Soup', 'Sandwiches']",/biz/superior-pho-cleveland,758.0
Cleveland,Tandul,76.0,4.0,"['Indian', 'Buffets', 'Bars']",/biz/tandul-cleveland-3,241.0
Cleveland,Maxi’s,75.0,3.9,"['Italian', 'Pizza']",/biz/maxis-cleveland,246.0
Cleveland,Phusion Cafe,88.0,4.1,"['Taiwanese', 'Chinese']",/biz/phusion-cafe-cleveland-2,201.0
Cleveland,Zhug,87.0,4.5,"['Mediterranean', 'Middle Eastern']",/biz/zhug-cleveland-heights,204.0
Cleveland,Morton’s The Steakhouse,102.0,3.3,"['Steakhouses', 'American (Traditional)', 'Bars']",/biz/mortons-the-steakhouse-cleveland,170.0
