city,title,rank,point,tag,link,review_n
Cleveland,Tacologist Tacos-Tequila-Margaritas,106.0,3.8,"['Mexican', 'Cocktail Bars']",/biz/tacologist-tacos-tequila-margaritas-cleveland-3,163.0
Cleveland,Kenko,100.0,3.8,"['Sushi Bars', 'Japanese', 'Asian Fusion']",/biz/kenko-cleveland-5,172.0
Cleveland,Paradise Ranch Tequila Bar And Grill,184.0,4.2,['Latin American'],/biz/paradise-ranch-tequila-bar-and-grill-valley-view,39.0
Cleveland,Whiskey Island Still & Eatery,181.0,3.1,"['American (Traditional)', 'Music Venues', 'Pubs']",/biz/whiskey-island-still-and-eatery-cleveland,41.0
Cleveland,Tripi,224.0,4.4,"['Italian', 'Pizza', 'Sandwiches']",/biz/tripi-cleveland,7.0
Daly City,Perilla,28.0,4.0,['Vietnamese'],/biz/perilla-san-francisco-2,1600.0
Daly City,Mission Rock Resort,23.0,4.0,"['Seafood', 'American (New)', 'Venues & Event Spaces']",/biz/mission-rock-resort-san-francisco-2,1700.0
Daly City,Lavash,26.0,4.2,"['Persian/Iranian', 'Wine Bars', 'Mediterranean']",/biz/lavash-san-francisco-2,1600.0
Daly City,7 Mile House,19.0,4.2,"['Sports Bars', 'American (Traditional)', 'Filipino']",/biz/7-mile-house-brisbane,1800.0
Daly City,Outerlands,9.0,3.8,"['Breakfast & Brunch', 'American (Traditional)', 'Cocktail Bars']",/biz/outerlands-san-francisco,2400.0
Daly City,3rd Cousin,85.0,4.1,['American (New)'],/biz/3rd-cousin-san-francisco-2,437.0
Daly City,Marcella’s Lasagneria,77.0,4.6,['Italian'],/biz/marcellas-lasagneria-san-francisco-3,507.0
Daly City,LaLe,64.0,4.2,"['Breakfast & Brunch', 'Mediterranean', 'Tapas/Small Plates']",/biz/lale-san-francisco-2,620.0
Daly City,Bottega,50.0,4.3,"['Italian', 'Pasta Shops', 'Pizza']",/biz/bottega-san-francisco-2,866.0
Daly City,Saigon BBQ Noodle House,129.0,4.6,"['Vietnamese', 'Noodles']",/biz/saigon-bbq-noodle-house-san-francisco-2,239.0
Daly City,Los Metates,103.0,3.9,['Tacos'],/biz/los-metates-daly-city,351.0
Daly City,Redeye Grill,126.0,4.6,"['Mediterranean', 'Barbeque', 'Middle Eastern']",/biz/redeye-grill-pacifica-4,256.0
Daly City,Krispy Krunchy Chicken,155.0,3.6,"['Fast Food', 'Chicken Wings']",/biz/krispy-krunchy-chicken-daly-city,154.0
Daly City,Mr. Digby’s,154.0,4.3,"['Cocktail Bars', 'Comfort Food', 'Breakfast & Brunch']",/biz/mr-digby-s-san-francisco-2,154.0
Daly City,The Anecdote,212.0,4.7,['American (New)'],/biz/the-anecdote-south-san-francisco-2,27.0
Detroit,Seva Detroit,36.0,3.7,"['Vegetarian', 'Vegan']",/biz/seva-detroit-detroit,549.0
Detroit,Slows Bar BQ,1.0,3.9,"['Barbeque', 'Beer Bar', 'American (Traditional)']",/biz/slows-bar-bq-detroit,2300.0
Detroit,Sweetwater Tavern,25.0,3.4,"['Bars', 'American (Traditional)', 'Chicken Wings']",/biz/sweetwater-tavern-detroit,650.0
Detroit,SheWolf Pastificio & Bar,45.0,4.2,"['Italian', 'Bars']",/biz/shewolf-pastificio-and-bar-detroit,460.0
Detroit,Joe Muer Seafood,19.0,3.8,"['Seafood', 'Sushi Bars', 'American (Traditional)']",/biz/joe-muer-seafood-detroit,785.0
Detroit,M Cantina,49.0,3.8,"['Mexican', 'Juice Bars & Smoothies', 'Latin American']",/biz/m-cantina-dearborn,425.0
Detroit,The London Chop House,55.0,4.1,"['Steakhouses', 'Cocktail Bars', 'Cigar Bars']",/biz/the-london-chop-house-detroit-2,367.0
Detroit,Cannelle Matt Knio,78.0,4.5,"['Coffee & Tea', 'Bakeries', 'Sandwiches']",/biz/cannelle-matt-knio-detroit,234.0
Detroit,Olin Bar & Kitchen,87.0,4.4,"['American (New)', 'Tapas/Small Plates']",/biz/olin-bar-and-kitchen-detroit,194.0
Detroit,Maine Street Restaurant,138.0,3.8,"['Greek', 'Italian', 'American (Traditional)']",/biz/maine-street-restaurant-hamtramck,83.0
Detroit,Prism,119.0,3.9,"['Seafood', 'Steakhouses']",/biz/prism-detroit,122.0
Detroit,The Potato Place,111.0,3.9,"['American (Traditional)', 'Ice Cream & Frozen Yogurt', 'Desserts']",/biz/the-potato-place-detroit,135.0
Detroit,Ukrainian Restaurant,170.0,4.6,['Ukrainian'],/biz/ukrainian-restaurant-windsor,46.0
Detroit,Metropolitan Bar And Kitchen,183.0,4.0,"['Desserts', 'Seafood', 'Cocktail Bars']",/biz/metropolitan-bar-and-kitchen-detroit,23.0
Detroit,BITE Bar & Grill,227.0,1.0,"['Breakfast & Brunch', 'Bars']",/biz/bite-bar-and-grill-detroit,2.0
Dublin,Gotta Eatta Pita,37.0,4.2,"['Mediterranean', 'Middle Eastern']",/biz/gotta-eatta-pita-pleasanton-3,983.0
Dublin,Kura Revolving Sushi Bar,43.0,3.2,"['Sushi Bars', 'Conveyor Belt Sushi']",/biz/kura-revolving-sushi-bar-pleasanton,905.0
Dublin,Denica’s Real Food Kitchen,21.0,3.8,"['Breakfast & Brunch', 'Bakeries']",/biz/denicas-real-food-kitchen-castro-valley,1300.0
Dublin,88 Bao Bao,44.0,4.1,['Dim Sum'],/biz/88-bao-bao-dublin-2,884.0
Dublin,Sauced BBQ & Spirits - Livermore,5.0,3.8,"['Barbeque', 'Southern', 'Burgers']",/biz/sauced-bbq-and-spirits-livermore-livermore-3,2500.0
Dublin,Tri Valley Bistro,91.0,4.2,"['Breakfast & Brunch', 'American (New)']",/biz/tri-valley-bistro-pleasanton-2,465.0
Dublin,Hazy Barbecue,78.0,3.9,"['Salad', 'Barbeque', 'Sandwiches']",/biz/hazy-barbecue-danville-2,524.0
Dublin,The Sister House,53.0,4.0,['Korean'],/biz/the-sister-house-hayward,703.0
Dublin,Range Life,90.0,4.4,"['Desserts', 'American (New)', 'Cocktail Bars']",/biz/range-life-livermore,467.0
Dublin,Torarenbou Sushi Bistro,127.0,3.8,"['Japanese', 'Sushi Bars']",/biz/torarenbou-sushi-bistro-dublin-2,250.0
Dublin,Rahma Mediterranean​ Grill,143.0,4.5,"['Mediterranean', 'Middle Eastern', 'Halal']",/biz/rahma-mediterranean-grill-dublin-7,183.0
Dublin,11th Tiger,105.0,4.4,['Thai'],/biz/11th-tiger-danville,373.0
Dublin,DareDevil Dogs,172.0,4.7,"['Hot Dogs', 'Burgers', 'Caterers']",/biz/daredevil-dogs-san-ramon,105.0
Dublin,Azul,164.0,3.8,"['Latin American', 'Tapas/Small Plates']",/biz/azul-livermore,129.0
Dublin,Northern Curry,211.0,4.7,"['Indian', 'Food Trucks', 'Caterers']",/biz/northern-curry-pleasanton-5,34.0
Durham,Uncle Julio’s,44.0,3.2,"['Mexican', 'Tex-Mex']",/biz/uncle-julios-durham-2,379.0
Durham,Burger Bach,32.0,4.0,"['Burgers', 'Gastropubs', 'Seafood']",/biz/burger-bach-durham,460.0
Durham,Firebirds Wood Fired Grill,40.0,3.7,"['Steakhouses', 'Seafood', 'Wine Bars']",/biz/firebirds-wood-fired-grill-durham,401.0
Durham,Juju Asian Tapas + Bar,17.0,4.3,"['Tapas/Small Plates', 'Asian Fusion', 'Bars']",/biz/juju-asian-tapas-bar-durham-3,630.0
Durham,Tobacco Road Sports Café,21.0,3.4,"['Sports Bars', 'American (Traditional)']",/biz/tobacco-road-sports-caf%C3%A9-durham-2,579.0
Durham,Happy + Hale,59.0,4.0,"['Salad', 'Juice Bars & Smoothies', 'Breakfast & Brunch']",/biz/happy-hale-durham,313.0
Durham,Twisted Noodles,81.0,3.8,"['Thai', 'Noodles']",/biz/twisted-noodles-durham,255.0
Durham,Ted’s Montana Grill - Renaissance Center,51.0,3.7,"['American (Traditional)', 'Steakhouses', 'Seafood']",/biz/teds-montana-grill-renaissance-center-durham,346.0
Durham,"Press Coffee, Crepes & Cocktails",90.0,4.6,"['Coffee & Tea', 'Creperies', 'Breakfast & Brunch']",/biz/press-coffee-crepes-and-cocktails-durham-2,232.0
Durham,Boxcar Bar + Arcade,137.0,3.9,"['Bars', 'Arcades', 'Pizza']",/biz/boxcar-bar-arcade-durham,128.0
Durham,Flying Biscuit Cafe - Brier Creek,139.0,4.2,['Breakfast & Brunch'],/biz/flying-biscuit-cafe-brier-creek-raleigh,124.0
Durham,First Watch,120.0,3.5,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)']",/biz/first-watch-durham-5,151.0
Durham,The Crabby Patty,191.0,4.5,['Seafood'],/biz/the-crabby-patty-durham-4,40.0
Durham,Lawrence Barbecue,150.0,4.3,"['Barbeque', 'Caterers']",/biz/lawrence-barbecue-durham,102.0
Durham,Hayti Collective Kitchen & Cocktails,228.0,3.0,"['American (Traditional)', 'Cocktail Bars']",/biz/hayti-collective-kitchen-and-cocktails-durham,6.0
Emeryville,Kirala Restaurant,22.0,3.9,"['Sushi Bars', 'Japanese']",/biz/kirala-restaurant-berkeley-2,1800.0
Emeryville,Angeline’s Louisiana Kitchen,2.0,4.1,"['Cajun/Creole', 'Southern', 'Seafood']",/biz/angelines-louisiana-kitchen-berkeley,4800.0
Emeryville,Cafe M,19.0,4.0,"['Breakfast & Brunch', 'Salad', 'Sandwiches']",/biz/cafe-m-berkeley,1900.0
Emeryville,Moo Bong Ri Korean Restaurant,43.0,4.5,"['Korean', 'Soup', 'Chicken Wings']",/biz/moo-bong-ri-korean-restaurant-oakland,1000.0
Emeryville,Shandong Restaurant,6.0,4.2,"['Chinese', 'Seafood', 'Noodles']",/biz/shandong-restaurant-oakland,3600.0
Emeryville,Shawarmaji,76.0,4.3,"['Middle Eastern', 'Halal', 'Wraps']",/biz/shawarmaji-oakland,537.0
Emeryville,Touch of Soul,72.0,3.5,"['Soul Food', 'Diners']",/biz/touch-of-soul-emeryville,639.0
Emeryville,Los Cantaros Taqueria,71.0,3.5,['Mexican'],/biz/los-cantaros-taqueria-emeryville-2,644.0
Emeryville,Best Coast Burritos,77.0,3.9,"['Mexican', 'Breakfast & Brunch']",/biz/best-coast-burritos-emeryville,535.0
Emeryville,Kowbird,109.0,4.1,"['Sandwiches', 'Chicken Wings', 'Southern']",/biz/kowbird-oakland,304.0
Emeryville,Yimm,103.0,4.4,['Thai'],/biz/yimm-oakland,337.0
Emeryville,Co Nam,113.0,3.8,"['Vietnamese', 'Cocktail Bars', 'Breakfast & Brunch']",/biz/co-nam-oakland,279.0
Emeryville,Ramen 101,180.0,3.5,"['Ramen', 'Barbeque', 'Hawaiian']",/biz/ramen-101-emeryville,82.0
Emeryville,Todos,158.0,4.2,"['Mexican', 'Caterers', 'Cocktail Bars']",/biz/todos-oakland,142.0
Emeryville,Tik Dak,208.0,4.9,"['Korean', 'Chicken Wings', 'Noodles']",/biz/tik-dak-oakland-4,39.0
Flushing,Bunna Cafe,27.0,4.5,"['Ethiopian', 'Vegan', 'African']",/biz/bunna-cafe-brooklyn,799.0
Flushing,The Bonnie,28.0,4.1,"['Gastropubs', 'American (New)', 'Breakfast & Brunch']",/biz/the-bonnie-astoria,793.0
Flushing,Loukoumi Taverna,41.0,4.3,['Greek'],/biz/loukoumi-taverna-astoria-2,542.0
Flushing,Forest Hills Station House,12.0,4.2,"['Gastropubs', 'Cocktail Bars', 'Beer Bar']",/biz/forest-hills-station-house-forest-hills,1300.0
Flushing,Ginger and Lemongrass,23.0,3.9,"['Vietnamese', 'Thai', 'Noodles']",/biz/ginger-and-lemongrass-whitestone,973.0
Flushing,Bobby Van’s Grill,50.0,2.9,"['Steakhouses', 'Breakfast & Brunch', 'Cocktail Bars']",/biz/bobby-vans-grill-jamaica,463.0
Flushing,Buccaneer Diner,65.0,3.4,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']",/biz/buccaneer-diner-east-elmhurst,345.0
Flushing,Kissfish,85.0,4.2,"['Poke', 'Sushi Bars']",/biz/kissfish-forest-hills,246.0
Flushing,While In Kathmandu,87.0,4.5,"['Cafes', 'Bars', 'Himalayan/Nepalese']",/biz/while-in-kathmandu-ridgewood,244.0
Flushing,Fu Yuan,97.0,4.3,"['Chinese', 'Food Stands']",/biz/fu-yuan-flushing-2,221.0
Flushing,Leo’s Latticini Mama’s,111.0,4.6,"['Delis', 'Italian', 'Sandwiches']",/biz/leos-latticini-mamas-corona-3,168.0
Flushing,John Brown BBQ,114.0,4.2,['Barbeque'],/biz/john-brown-bbq-long-island-city-2,158.0
Flushing,Mama Schnitzel,166.0,4.1,['Kosher'],/biz/mama-schnitzel-rego-park,67.0
Flushing,Nneji,178.0,5.0,['African'],/biz/nneji-astoria,54.0
Flushing,Yoku,228.0,5.0,"['Sushi Bars', 'Bubble Tea']",/biz/yoku-queens,7.0
Foster City,Shalizaar,14.0,3.6,['Persian/Iranian'],/biz/shalizaar-belmont,1200.0
Foster City,Jack’s Prime Burgers & Shakes,5.0,4.0,"['Burgers', 'Salad', 'Wine Bars']",/biz/jacks-prime-burgers-and-shakes-san-mateo-6,1800.0
Foster City,Thai Tamarind Restaurant,47.0,3.8,['Thai'],/biz/thai-tamarind-restaurant-belmont,521.0
Foster City,Apple Fritter,7.0,4.2,"['Burgers', 'Breakfast & Brunch', 'Coffee & Tea']",/biz/apple-fritter-san-mateo,1600.0
Foster City,The Cheesecake Factory,6.0,2.6,"['American (Traditional)', 'Desserts']",/biz/the-cheesecake-factory-san-mateo-san-mateo,1700.0
Foster City,Daiki Sushi,72.0,3.1,"['Japanese', 'Sushi Bars']",/biz/daiki-sushi-san-mateo,368.0
Foster City,Amigos Grill Cocina Mexicana,89.0,3.5,"['Mexican', 'American (Traditional)']",/biz/amigos-grill-cocina-mexicana-san-mateo,298.0
Foster City,Los Moreno Taqueria,83.0,3.9,"['Mexican', 'Seafood', 'Breakfast & Brunch']",/biz/los-moreno-taqueria-san-mateo,324.0
Foster City,Sandwich Monkey,86.0,3.8,['Sandwiches'],/biz/sandwich-monkey-foster-city,310.0
Foster City,Spicy Empire,104.0,3.5,"['Noodles', 'Szechuan', 'Dim Sum']",/biz/spicy-empire-san-mateo-2,237.0
Foster City,Otoko Sushi,114.0,3.4,"['Sushi Bars', 'Ramen']",/biz/otoko-sushi-redwood-city,184.0
Foster City,Marias Restaurant,144.0,3.8,"['Mexican', 'Spanish', 'Salvadoran']",/biz/marias-restaurant-san-mateo,93.0
Foster City,Sarku Japan,153.0,2.3,"['Japanese', 'Sushi Bars']",/biz/sarku-japan-san-mateo,75.0
Foster City,Quickly,145.0,3.2,"['Coffee & Tea', 'Bubble Tea', 'Asian Fusion']",/biz/quickly-foster-city-3,91.0
Foster City,Bites of Brazil,227.0,5.0,"['Brazilian', 'Food Delivery Services']",/biz/bites-of-brazil-san-mateo,1.0
Honolulu,Shabuya,28.0,4.4,"['Hot Pot', 'Japanese']",/biz/shabuya-honolulu,2200.0
Honolulu,Moku Kitchen,26.0,3.9,"['Cocktail Bars', 'American (New)', 'Gastropubs']",/biz/moku-kitchen-honolulu,2200.0
Honolulu,53 By The Sea,46.0,4.0,"['Seafood', 'American (New)', 'Cocktail Bars']",/biz/53-by-the-sea-honolulu,1300.0
Honolulu,Paia Fish Market Waikiki,31.0,4.5,"['Seafood', 'American (New)', 'Fish & Chips']",/biz/paia-fish-market-waikiki-honolulu-2,2000.0
Honolulu,Side Street Inn,35.0,4.1,"['Sports Bars', 'Comfort Food']",/biz/side-street-inn-honolulu,2000.0
Honolulu,Hawaiian Island Cafe,95.0,4.7,"['Cafes', 'Breakfast & Brunch']",/biz/hawaiian-island-cafe-waimanalo-3,617.0
Honolulu,Moke’s Bread and Breakfast - Kaimuki,86.0,4.5,['Breakfast & Brunch'],/biz/moke-s-bread-and-breakfast-kaimuki-honolulu,714.0
Honolulu,100 Sails Restaurant & Bar,67.0,4.0,"['Buffets', 'Cocktail Bars', 'American (New)']",/biz/100-sails-restaurant-and-bar-honolulu-2,952.0
Honolulu,Maguro Brothers Hawaii - Waikiki - Temp. CLOSED,73.0,4.4,"['Sushi Bars', 'Poke', 'Seafood']",/biz/maguro-brothers-hawaii-waikiki-honolulu-2,863.0
Honolulu,Spice Up House of Indian Cuisine,127.0,4.5,"['Indian', 'Himalayan/Nepalese']",/biz/spice-up-house-of-indian-cuisine-honolulu-2,351.0
Honolulu,Mahaloha Burger- Waikiki,101.0,3.8,"['Burgers', 'Hot Dogs', 'Fast Food']",/biz/mahaloha-burger-waikiki-honolulu-4,549.0
Honolulu,Guieb Cafe,97.0,4.5,"['American (New)', 'Cafes', 'Breakfast & Brunch']",/biz/guieb-cafe-honolulu-3,585.0
Honolulu,Izakaya Danji Honolulu,180.0,4.0,['Izakaya'],/biz/izakaya-danji-honolulu-honolulu,126.0
Honolulu,Repetti’s Pizza and Provisions,176.0,4.5,"['Pizza', 'Italian', 'Pasta Shops']",/biz/repettis-pizza-and-provisions-honolulu,136.0
Honolulu,Rock N Rolls,204.0,4.2,"['Vietnamese', 'Soup', 'Sandwiches']",/biz/rock-n-rolls-honolulu,57.0
Houston,The Rice Box,30.0,3.8,"['Asian Fusion', 'Chinese']",/biz/the-rice-box-houston-5,920.0
Houston,Urban Eats,19.0,4.0,"['American (New)', 'Bakeries', 'Coffee & Tea']",/biz/urban-eats-houston-2,1200.0
Houston,Mezza Grille,41.0,4.4,"['Mediterranean', 'American (New)', 'Salad']",/biz/mezza-grille-houston,705.0
Houston,Adair Kitchen,23.0,3.8,"['American (New)', 'Breakfast & Brunch']",/biz/adair-kitchen-houston,1000.0
Houston,Roost,48.0,4.0,['American (New)'],/biz/roost-houston,605.0
Houston,TJ Birria Y Mas,76.0,4.5,['Mexican'],/biz/tj-birria-y-mas-houston-3,390.0
Houston,Flying Biscuit Café - Memorial City,64.0,4.1,"['Breakfast & Brunch', 'Southern', 'American (New)']",/biz/flying-biscuit-caf%C3%A9-memorial-city-houston-2,480.0
Houston,Tiger Noodle House,50.0,4.1,['Chinese'],/biz/tiger-noodle-house-houston,596.0
Houston,Marmo,71.0,4.1,"['Italian', 'Steakhouses', 'Piano Bars']",/biz/marmo-houston,424.0
Houston,Trill Burgers,105.0,3.7,['Burgers'],/biz/trill-burgers-houston,222.0
Houston,Uchiko,129.0,4.4,['Sushi Bars'],/biz/uchiko-houston-2,159.0
Houston,Gatlin’s Fins & Feathers,130.0,4.2,['Southern'],/biz/gatlins-fins-and-feathers-houston,157.0
Houston,Shandy’s,163.0,4.1,"['American (Traditional)', 'Salad', 'Bars']",/biz/shandys-houston-5,82.0
Houston,Cosmo Eatery - Galleria,173.0,4.7,"['American (Traditional)', 'Pizza', 'Breakfast & Brunch']",/biz/cosmo-eatery-galleria-houston-2,62.0
Houston,Stick Talk Cajun Hibachi,231.0,4.5,"['Cajun/Creole', 'Japanese', 'Food Trucks']",/biz/stick-talk-cajun-hibachi-houston-2,2.0
Iowa City,Mellow Mushroom Coralville,17.0,3.8,"['Pizza', 'Bars', 'Sandwiches']",/biz/mellow-mushroom-coralville-coralville,207.0
Iowa City,Marquee Pizzeria,30.0,4.2,"['Pizza', 'Bars', 'Italian']",/biz/marquee-pizzeria-coralville,158.0
Iowa City,Reunion Brewery,23.0,3.6,"['American (Traditional)', 'Breakfast & Brunch', 'Breweries']",/biz/reunion-brewery-coralville-7,179.0
Iowa City,Baroncini,25.0,4.1,"['Italian', 'Wine Bars']",/biz/baroncini-iowa-city,177.0
Iowa City,Backpocket Brewing,24.0,3.7,"['Breweries', 'Pizza', 'Tapas Bars']",/biz/backpocket-brewing-coralville,178.0
Iowa City,IHOP,74.0,1.6,"['Breakfast & Brunch', 'American (Traditional)', 'Burgers']",/biz/ihop-coralville,83.0
Iowa City,Falbo Bros. Pizzeria,82.0,3.5,['Pizza'],/biz/falbo-bros-pizzeria-iowa-city,70.0
Iowa City,Pancheros Mexican Grill,69.0,2.7,['Mexican'],/biz/pancheros-mexican-grill-iowa-city,89.0
Iowa City,Soseki Café,73.0,4.3,"['Sushi Bars', 'Japanese', 'Coffee & Tea']",/biz/soseki-caf%C3%A9-iowa-city,84.0
Iowa City,El Dorado Mexican Restaurant,103.0,3.7,['Mexican'],/biz/el-dorado-mexican-restaurant-coralville,50.0
Iowa City,Bruegger’s Bagels and Jamba Juice,105.0,2.3,"['Bagels', 'Breakfast & Brunch', 'Sandwiches']",/biz/brueggers-bagels-and-jamba-juice-iowa-city-2,48.0
Iowa City,Taco Bell,104.0,1.7,"['Mexican', 'Fast Food']",/biz/taco-bell-iowa-city-3,49.0
Iowa City,Domino’s Pizza,149.0,2.7,"['Pizza', 'Chicken Wings', 'Sandwiches']",/biz/dominos-pizza-iowa-city,23.0
Iowa City,Papa Johns Pizza,176.0,2.3,"['Pizza', 'Chicken Wings', 'Fast Food']",/biz/papa-johns-pizza-iowa-city,11.0
Iowa City,Sno Biz of Iowa City REAL Shave Ice Made Right,200.0,4.5,"['Shaved Ice', 'Food Stands']",/biz/sno-biz-of-iowa-city-real-shave-ice-made-right-iowa-city,4.0
La Jolla,Regents Pizzeria,34.0,4.0,"['Pizza', 'Italian', 'American (Traditional)']",/biz/regents-pizzeria-san-diego-2,1700.0
La Jolla,JRDN Restaurant,37.0,3.9,"['American (New)', 'Breakfast & Brunch', 'Sushi Bars']",/biz/jrdn-restaurant-san-diego,1600.0
La Jolla,Dirty Birds,46.0,3.9,"['Sports Bars', 'Burgers', 'Chicken Wings']",/biz/dirty-birds-san-diego,1300.0
La Jolla,Sugar and Scribe,14.0,4.3,"['Bakeries', 'Cafes', 'Breakfast & Brunch']",/biz/sugar-and-scribe-la-jolla,2300.0
La Jolla,Homestyle Hawaiian,23.0,3.9,"['Hawaiian', 'Salad', 'Seafood']",/biz/homestyle-hawaiian-san-diego,2100.0
La Jolla,Trilogy Sanctuary,64.0,4.5,"['Juice Bars & Smoothies', 'Vegan', 'Yoga']",/biz/trilogy-sanctuary-la-jolla,917.0
La Jolla,Don Carlos Taco Shop,74.0,4.2,"['Mexican', 'Vegetarian', 'Vegan']",/biz/don-carlos-taco-shop-la-jolla,778.0
La Jolla,BJ’s Restaurant & Brewhouse,91.0,3.4,"['American (New)', 'Breweries']",/biz/bjs-restaurant-and-brewhouse-la-jolla-4,630.0
La Jolla,Turmeric Thai Kitchen,85.0,4.5,['Thai'],/biz/turmeric-thai-kitchen-la-jolla,686.0
La Jolla,Single Fin Surf Grill,99.0,4.4,"['Bars', 'Fish & Chips', 'American (Traditional)']",/biz/single-fin-surf-grill-san-diego,569.0
La Jolla,Cusp Dining & Drinks - Temp. CLOSED,116.0,4.0,"['Bars', 'American (New)', 'Breakfast & Brunch']",/biz/cusp-dining-and-drinks-la-jolla-3,434.0
La Jolla,Better Buzz Coffee La Jolla,125.0,3.9,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",/biz/better-buzz-coffee-la-jolla-la-jolla,390.0
La Jolla,Armonía Kitchen,169.0,4.7,"['Juice Bars & Smoothies', 'Breakfast & Brunch', 'Mexican']",/biz/armon%C3%ADa-kitchen-san-diego-2,181.0
La Jolla,Cliff Hanger Cafe,176.0,4.0,"['Sandwiches', 'Cafes']",/biz/cliff-hanger-cafe-la-jolla,157.0
La Jolla,Splash Cafe,227.0,3.8,"['French', 'Desserts', 'Breakfast & Brunch']",/biz/splash-cafe-la-jolla,32.0
Long Beach,Busy Bee Market,35.0,4.5,['Sandwiches'],/biz/busy-bee-market-san-pedro,1800.0
Long Beach,Congregation Ale House,41.0,3.9,"['Pubs', 'Gastropubs', 'Burgers']",/biz/congregation-ale-house-long-beach-3,1600.0
Long Beach,Mama’s Comfort Food & Cocktails,11.0,4.5,"['Comfort Food', 'American (Traditional)', 'Cocktail Bars']",/biz/mamas-comfort-food-and-cocktails-los-alamitos-8,2900.0
Long Beach,Nick’s on 2nd,7.0,4.5,"['American (New)', 'Steakhouses', 'Seafood']",/biz/nicks-on-2nd-long-beach-8,3000.0
Long Beach,The Nest - A Breakfast Joint,2.0,4.3,"['Breakfast & Brunch', 'Coffee & Tea', 'Latin American']",/biz/the-nest-a-breakfast-joint-bellflower,4100.0
Long Beach,Tasty Food To Go,87.0,4.7,"['Thai', 'Laotian']",/biz/tasty-food-to-go-long-beach,702.0
Long Beach,Georgia’s Restaurant,84.0,3.7,"['Soul Food', 'Southern', 'Breakfast & Brunch']",/biz/georgias-restaurant-long-beach-4,733.0
Long Beach,Jay Bird’s Chicken,69.0,4.3,"['Chicken Shop', 'American (New)', 'Sandwiches']",/biz/jay-birds-chicken-long-beach-2,876.0
Long Beach,Uncle Fung Borneo Eatery,71.0,4.4,"['Indonesian', 'Singaporean', 'Malaysian']",/biz/uncle-fung-borneo-eatery-long-beach,860.0
Long Beach,Yang Chow 2.0,127.0,4.0,['Chinese'],/biz/yang-chow-2-0-long-beach,336.0
Long Beach,The Firkin Pub & Grill,139.0,4.6,"['American (Traditional)', 'Sports Bars', 'Beer Gardens']",/biz/the-firkin-pub-and-grill-long-beach,283.0
Long Beach,Heirloom a Modern Farmhouse,119.0,4.6,"['American (New)', 'Wine Bars']",/biz/heirloom-a-modern-farmhouse-huntington-beach,372.0
Long Beach,Nguyen’s Kitchen,150.0,4.1,"['Asian Fusion', 'Sandwiches', 'Noodles']",/biz/nguyens-kitchen-carson,228.0
Long Beach,Colossus,159.0,4.5,"['Bakeries', 'Coffee & Tea', 'Cafes']",/biz/colossus-long-beach,197.0
Long Beach,Proudly Serving,206.0,4.3,"['Burgers', 'Fast Food', 'American (Traditional)']",/biz/proudly-serving-long-beach,35.0
Los Angeles,Poppy + Rose,20.0,4.0,"['Breakfast & Brunch', 'American (New)', 'Comfort Food']",/biz/poppy-rose-los-angeles,3200.0
Los Angeles,Bavel,41.0,4.4,['Middle Eastern'],/biz/bavel-los-angeles-3,2300.0
Los Angeles,Langer’s Delicatessen,13.0,4.4,"['Delis', 'Sandwiches']",/biz/langers-delicatessen-los-angeles-2,4400.0
Los Angeles,Bottega Louie,1.0,4.1,"['Italian', 'Desserts', 'Breakfast & Brunch']",/biz/bottega-louie-los-angeles,18400.0
Los Angeles,Tatsu Ramen,14.0,4.0,['Ramen'],/biz/tatsu-ramen-los-angeles-4,4100.0
Los Angeles,My Two Cents,89.0,4.5,"['Southern', 'Seafood', 'Soul Food']",/biz/my-two-cents-los-angeles-3,911.0
Los Angeles,Egg Tuck,88.0,4.3,"['Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches']",/biz/egg-tuck-los-angeles,935.0
Los Angeles,Seong Buk Dong,71.0,4.1,['Korean'],/biz/seong-buk-dong-los-angeles,1300.0
Los Angeles,Wood,77.0,3.9,"['Pizza', 'Italian', 'Wine Bars']",/biz/wood-los-angeles-8,1100.0
Los Angeles,MUN Korean Steakhouse,129.0,4.5,"['Bars', 'Korean', 'Steakhouses']",/biz/mun-korean-steakhouse-los-angeles,424.0
Los Angeles,Loupiotte Kitchen,141.0,4.6,"['French', 'Wine Bars', 'Breakfast & Brunch']",/biz/loupiotte-kitchen-los-angeles-2,331.0
Los Angeles,Found Oyster,143.0,4.4,['Seafood'],/biz/found-oyster-los-angeles,318.0
Los Angeles,The Phoenix,147.0,4.0,"['Lounges', 'Whiskey Bars', 'American (New)']",/biz/the-phoenix-los-angeles-2,305.0
Los Angeles,PZK BBQ,175.0,4.8,"['Barbeque', 'Korean']",/biz/pzk-bbq-los-angeles-6,148.0
Los Angeles,The Local Moco,219.0,4.8,"['Hawaiian', 'Filipino']",/biz/the-local-moco-los-angeles,27.0
Millbrae,Isla Restaurant,32.0,3.7,['Filipino'],/biz/isla-restaurant-san-bruno,874.0
Millbrae,New Asian Pearl Peninsula,37.0,2.8,"['Dim Sum', 'Seafood', 'Cantonese']",/biz/new-asian-pearl-peninsula-millbrae-4,747.0
